-73.963915929844600,40.789177463798800,AM,10072018,29C-AM-1007-06,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.957956433862700,40.795933779502700,PM,10142018,38C-PM-1014-09,Adult,Black,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.957464809754300,40.789250842862200,PM,10082018,31H-PM-1008-02,Juvenile,Gray,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.970252675331000,40.770599958822200,AM,10172018,8H-AM-1017-06,Adult,Gray,Above Ground,,False,True,False,True,False,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.957964594041400,40.791861349840700,AM,10072018,34F-AM-1007-01,Adult,Gray,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,False,True
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.967325341730500,40.774950525298100,PM,10102018,13H-PM-1010-02,Adult,Gray,Above Ground,tree,False,False,False,False,True,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.964003282652900,40.782030982544800,PM,10142018,22F-PM-1014-06,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,True,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.959593319540900,40.790584733236900,AM,10072018,32E-AM-1007-13,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.960222211670800,40.793779699421000,AM,10072018,35C-AM-1007-05,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.968063507094900,40.779249873647000,AM,10172018,17E-AM-1017-05,Adult,Black,Above Ground,Branch,False,False,False,False,True,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.980166643540100,40.768690533921200,PM,10132018,2B-PM-1013-01,Adult,Gray,Ground Plane,,True,False,False,False,False,running (with nut),False,False,False,False,False,False,False,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.967563432687700,40.781347735250700,AM,10072018,19D-AM-1007-01,Juvenile,Gray,Ground Plane,,False,False,True,True,False,,False,False,False,False,False,False,False,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.958497064321300,40.798288634869600,AM,10192018,40B-AM-1019-03,Juvenile,Gray,Ground Plane,,True,True,False,False,False,,False,False,False,False,True,True,False,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.976029824117800,40.768195436691100,PM,10082018,3E-PM-1008-07,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.956880214981800,40.797239913381600,PM,10062018,39C-PM-1006-01,Adult,Gray,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.972464243639400,40.769052644110900,AM,10082018,6G-AM-1008-02,Juvenile,Gray,Ground Plane,bush,False,False,False,False,True,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.969017583853400,40.776043272001700,AM,10072018,14F-AM-1007-05,Juvenile,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.970408282135600,40.769028098595600,PM,10132018,6I-PM-1013-06,Adult,Gray,Ground Plane,,False,False,False,False,False,playing with #5,False,False,False,False,True,False,False,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.968491071227200,40.776881164002100,PM,10102018,15F-PM-1010-05,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.976867481294200,40.773523264887200,PM,10122018,8B-PM-1012-02,Adult,Gray,Ground Plane,hiding in bushes,False,False,False,False,True,,False,False,False,False,False,False,False,True
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.979708486661300,40.769888524134900,PM,10172018,3A-PM-1017-06,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
X,Y,Shift,Date,Unique Squirrel ID,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs from
-73.952819267977000,40.792313040279300,AM,10172018,36I-AM-1017-02,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
